Código región,Región,Código provincia,Provincia,Código comuna,Comuna,Población censada,Hombres,Mujeres,Razón hombre-mujer
9,La Araucanía,91.0,Cautín,9119.0,Vilcún,31575.0,15386.0,16189.0,95.0
9,La Araucanía,91.0,Cautín,9120.0,Villarrica,67737.0,32807.0,34930.0,93.9
9,La Araucanía,91.0,Cautín,9121.0,Cholchol,13167.0,6578.0,6589.0,99.8
9,La Araucanía,92.0,Malleco,9201.0,Angol,53022.0,25143.0,27879.0,90.2
9,La Araucanía,92.0,Malleco,9202.0,Collipulli,24303.0,11731.0,12572.0,93.3
9,La Araucanía,92.0,Malleco,9203.0,Curacautín,18536.0,8944.0,9592.0,93.2
9,La Araucanía,92.0,Malleco,9204.0,Ercilla,7730.0,3750.0,3980.0,94.2
9,La Araucanía,92.0,Malleco,9205.0,Lonquimay,10247.0,5125.0,5122.0,100.1
9,La Araucanía,92.0,Malleco,9206.0,Los Sauces,7348.0,3636.0,3712.0,98.0
9,La Araucanía,92.0,Malleco,9207.0,Lumaco,9253.0,4691.0,4562.0,102.8
9,La Araucanía,92.0,Malleco,9208.0,Purén,12184.0,5793.0,6391.0,90.6
9,La Araucanía,92.0,Malleco,9209.0,Renaico,10686.0,5150.0,5536.0,93.0
9,La Araucanía,92.0,Malleco,9210.0,Traiguén,18873.0,8971.0,9902.0,90.6
9,La Araucanía,92.0,Malleco,9211.0,Victoria,34464.0,16600.0,17864.0,92.9
14,Los Ríos,141.0,Valdivia,14101.0,Valdivia,170043.0,81660.0,88383.0,92.4
14,Los Ríos,141.0,Valdivia,14102.0,Corral,5501.0,2746.0,2755.0,99.7
14,Los Ríos,141.0,Valdivia,14103.0,Lanco,16876.0,8133.0,8743.0,93.0
14,Los Ríos,141.0,Valdivia,14104.0,Los Lagos,21431.0,10596.0,10835.0,97.8
14,Los Ríos,141.0,Valdivia,14105.0,Máfil,8074.0,3947.0,4127.0,95.6
14,Los Ríos,141.0,Valdivia,14106.0,Mariquina,22973.0,11180.0,11793.0,94.8
14,Los Ríos,141.0,Valdivia,14107.0,Paillaco,19802.0,9535.0,10267.0,92.9
14,Los Ríos,141.0,Valdivia,14108.0,Panguipulli,35098.0,17044.0,18054.0,94.4
14,Los Ríos,142.0,Ranco,14201.0,La Unión,38907.0,18865.0,20042.0,94.1
14,Los Ríos,142.0,Ranco,14202.0,Futrono,15635.0,7615.0,8020.0,95.0
14,Los Ríos,142.0,Ranco,14203.0,Lago Ranco,10527.0,5181.0,5346.0,96.9
14,Los Ríos,142.0,Ranco,14204.0,Río Bueno,33363.0,16232.0,17131.0,94.8
10,Los Lagos,101.0,Llanquihue,10101.0,Puerto Montt,277040.0,136544.0,140496.0,97.2
10,Los Lagos,101.0,Llanquihue,10102.0,Calbuco,36474.0,18374.0,18100.0,101.5
10,Los Lagos,101.0,Llanquihue,10103.0,Cochamó,4199.0,2213.0,1986.0,111.4
10,Los Lagos,101.0,Llanquihue,10104.0,Fresia,12320.0,6102.0,6218.0,98.1
10,Los Lagos,101.0,Llanquihue,10105.0,Frutillar,22554.0,11034.0,11520.0,95.8
10,Los Lagos,101.0,Llanquihue,10106.0,Los Muermos,17162.0,8620.0,8542.0,100.9
10,Los Lagos,101.0,Llanquihue,10107.0,Llanquihue,18088.0,8826.0,9262.0,95.3
10,Los Lagos,101.0,Llanquihue,10108.0,Maullín,15063.0,7651.0,7412.0,103.2
10,Los Lagos,101.0,Llanquihue,10109.0,Puerto Varas,52942.0,25814.0,27128.0,95.2
10,Los Lagos,102.0,Chiloé,10201.0,Castro,46997.0,22832.0,24165.0,94.5
10,Los Lagos,102.0,Chiloé,10202.0,Ancud,40949.0,19981.0,20968.0,95.3
10,Los Lagos,102.0,Chiloé,10203.0,Chonchi,16078.0,7896.0,8182.0,96.5
10,Los Lagos,102.0,Chiloé,10204.0,Curaco de Vélez,3662.0,1774.0,1888.0,94.0
10,Los Lagos,102.0,Chiloé,10205.0,Dalcahue,14894.0,7403.0,7491.0,98.8
10,Los Lagos,102.0,Chiloé,10206.0,Puqueldón,4048.0,2021.0,2027.0,99.7
10,Los Lagos,102.0,Chiloé,10207.0,Queilén,5690.0,2859.0,2831.0,101.0
10,Los Lagos,102.0,Chiloé,10208.0,Quellón,28460.0,14339.0,14121.0,101.5
10,Los Lagos,102.0,Chiloé,10209.0,Quemchi,8409.0,4239.0,4170.0,101.7
10,Los Lagos,102.0,Chiloé,10210.0,Quinchao,7678.0,3727.0,3951.0,94.3
10,Los Lagos,103.0,Osorno,10301.0,Osorno,166455.0,79484.0,86971.0,91.4
10,Los Lagos,103.0,Osorno,10302.0,Puerto Octay,8865.0,4517.0,4348.0,103.9
10,Los Lagos,103.0,Osorno,10303.0,Purranque,19542.0,9515.0,10027.0,94.9
10,Los Lagos,103.0,Osorno,10304.0,Puyehue,11712.0,5782.0,5930.0,97.5
10,Los Lagos,103.0,Osorno,10305.0,Río Negro,13874.0,6840.0,7034.0,97.2
10,Los Lagos,103.0,Osorno,10306.0,San Juan de la Costa,7776.0,4042.0,3734.0,108.2
10,Los Lagos,103.0,Osorno,10307.0,San Pablo,10883.0,5357.0,5526.0,96.9
10,Los Lagos,104.0,Palena,10401.0,Chaitén,4025.0,2085.0,1940.0,107.5
10,Los Lagos,104.0,Palena,10402.0,Futaleufú,3062.0,1542.0,1520.0,101.4
10,Los Lagos,104.0,Palena,10403.0,Hualaihué,9480.0,4910.0,4570.0,107.4
10,Los Lagos,104.0,Palena,10404.0,Palena,1903.0,946.0,957.0,98.9
11,Aysén del General Carlos Ibáñez del Campo,111.0,Coyhaique,11101.0,Coyhaique,57823.0,28170.0,29653.0,95.0
11,Aysén del General Carlos Ibáñez del Campo,111.0,Coyhaique,11102.0,Lago Verde,779.0,427.0,352.0,121.3
11,Aysén del General Carlos Ibáñez del Campo,112.0,Aysén,11201.0,Aysén,23170.0,11522.0,11648.0,98.9
11,Aysén del General Carlos Ibáñez del Campo,112.0,Aysén,11202.0,Cisnes,5137.0,2598.0,2539.0,102.3
11,Aysén del General Carlos Ibáñez del Campo,112.0,Aysén,11203.0,Guaitecas,1598.0,857.0,741.0,115.7
11,Aysén del General Carlos Ibáñez del Campo,113.0,Capitán Prat,11301.0,Cochrane,3458.0,1779.0,1679.0,106.0
11,Aysén del General Carlos Ibáñez del Campo,113.0,Capitán Prat,11302.0,O'Higgins,647.0,331.0,316.0,104.7
11,Aysén del General Carlos Ibáñez del Campo,113.0,Capitán Prat,11303.0,Tortel,505.0,269.0,236.0,114.0
11,Aysén del General Carlos Ibáñez del Campo,114.0,General Carrera,11401.0,Chile Chico,4905.0,2478.0,2427.0,102.1
11,Aysén del General Carlos Ibáñez del Campo,114.0,General Carrera,11402.0,Río Ibáñez,2723.0,1410.0,1313.0,107.4
12,Magallanes y de la Antártica Chilena,121.0,Magallanes,12101.0,Punta Arenas,132363.0,65028.0,67335.0,96.6
12,Magallanes y de la Antártica Chilena,121.0,Magallanes,12102.0,Laguna Blanca,269.0,187.0,82.0,228.0
12,Magallanes y de la Antártica Chilena,121.0,Magallanes,12103.0,Río Verde,102.0,72.0,30.0,240.0
12,Magallanes y de la Antártica Chilena,121.0,Magallanes,12104.0,San Gregorio,241.0,151.0,90.0,167.8
12,Magallanes y de la Antártica Chilena,122.0,Antártica Chilena,12201.0,Cabo de Hornos,1750.0,881.0,869.0,101.4
12,Magallanes y de la Antártica Chilena,122.0,Antártica Chilena,12202.0,Antártica,60.0,56.0,4.0,1400.0
12,Magallanes y de la Antártica Chilena,123.0,Tierra del Fuego,12301.0,Porvenir,6809.0,3592.0,3217.0,111.7
12,Magallanes y de la Antártica Chilena,123.0,Tierra del Fuego,12302.0,Primavera,431.0,237.0,194.0,122.2
12,Magallanes y de la Antártica Chilena,123.0,Tierra del Fuego,12303.0,Timaukel,157.0,95.0,62.0,153.2
12,Magallanes y de la Antártica Chilena,124.0,Última Esperanza,12401.0,Natales,24152.0,12064.0,12088.0,99.8
12,Magallanes y de la Antártica Chilena,124.0,Última Esperanza,12402.0,Torres del Paine,203.0,118.0,85.0,138.8
,,,,,,,,,
"Fuente: Censo de Población y Vivienda 2024 - Instituto Nacional de Estadísticas.
Nota: La información utilizada fue procesada bajo los principios de protección y privacidad de los datos de la ley 17.374.
Nota 2: La tabla fue actualizada el 04-12-2025 debido al cambio de nombre de la comuna de Paihuano.",,,,,,,,,
